,Dep Country Name,arr_prov,Total Est. Pax
3549,Tunisia,Hainan,5
1314,Guinea,Chongqing,5
2052,Malawi,Liaoning,5
1802,Kuwait,Yunnan,5
1042,Fiji,Jilin,5
3062,Sierra Leone,Heilongjiang,5
239,Bahrain,Tianjin,5
3225,South Sudan,Xinjiang,5
2526,North Macedonia,Shandong,5
2825,Puerto Rico,Sichuan,5
2227,Moldova Republic of,Jilin,5
2864,Romania,Gansu,5
3297,Sudan,Fujian,5
2187,Mauritius,Shanxi,4
4,Afghanistan,Jiangsu,4
2584,Oman,Anhui,4
729,Cote D'Ivoire,Guangxi,4
675,Comoros,Shaanxi,4
690,Congo,Zhejiang,4
1422,Iceland,Hainan,4
1572,Ireland,Neimenggu,4
732,Cote D'Ivoire,Henan,4
3755,Uruguay,Zhejiang,4
3890,Zimbabwe,Tianjin,4
2500,Nigeria,Hebei,4
363,Benin,Tianjin,4
2925,Rwanda,Hebei,4
75,"Antigua and Barbuda, Leeward Islands",Guangdong,4
523,Cabo Berde,Shaanxi,4
518,Burundi,Yunnan,4
511,Burundi,Jiangsu,4
508,Burundi,Henan,4
2517,Nigeria,Yunnan,4
2859,Reunion,Yunnan,4
736,Cote D'Ivoire,Liaoning,4
2507,Nigeria,Jilin,4
2225,Moldova Republic of,Hainan,4
3609,Turkmenistan,Jiangxi,4
2122,Mali,Chongqing,4
2126,Mali,Henan,4
2497,Nigeria,Guangxi,4
2843,Qatar,Ningxia,4
2040,Madagascar,Yunnan,4
3468,Tanzania United Republic of,Tianjin,4
2947,Samoa,Gansu,4
3000,Senegal,Hainan,4
224,Bahrain,Hainan,4
1987,Luxembourg,Shanxi,4
660,Colombia,Liaoning,4
375,Bolivia,Zhejiang,4
2572,Norway,Neimenggu,4
2279,Morocco,Anhui,4
3530,Tonga,Zhejiang,4
3620,Turkmenistan,Tianjin,4
3674,Uganda,Tianjin,4
3512,Togo,Henan,4
2200,Mexico,Hainan,4
2030,Madagascar,Henan,4
36,Algeria,Heilongjiang,4
2198,Mexico,Guangxi,4
742,Cote D'Ivoire,Yunnan,4
780,Cuba,Sichuan,4
1868,Latvia,Hainan,4
3213,South Sudan,Henan,4
1016,Ethiopia,Ningxia,4
3058,Sierra Leone,Gansu,4
2723,Peru,Tianjin,4
2710,Peru,Hainan,4
1909,Lesotho,Chongqing,4
1040,Fiji,Hunan,4
3065,Sierra Leone,Jiangsu,4
759,Croatia,Jilin,4
1067,Finland,Neimenggu,4
1068,Finland,Ningxia,4
2645,Palau,Fujian,4
1234,Ghana,Yunnan,4
2689,Papua New Guinea,Jiangsu,4
900,Ecuador,Henan,4
3302,Sudan,Hunan,4
3122,Slovenia,Jiangxi,4
2695,Papua New Guinea,Tianjin,4
1782,Kuwait,Gansu,4
2706,Peru,Gansu,4
3120,Slovenia,Hunan,4
1902,Lebanon,Shanxi,4
2647,Palau,Heilongjiang,4
1912,Lesotho,Henan,3
401,Botswana,Hainan,3
1959,Lithuania,Ningxia,3
2133,Mali,Zhejiang,3
2964,Sao Tome and Principe,Shanghai,3
1340,Guyana,Shandong,3
2138,Malta,Guangxi,3
419,Brazil,Gansu,3
1657,Jamaica,Shanxi,3
393,Bosnia and Herzegovina,Tianjin,3
960,Eritrea,Henan,3
973,Estonia,Guangxi,3
389,Bosnia and Herzegovina,Liaoning,3
954,Equatorial Guinea,Liaoning,3
963,Eritrea,Shaanxi,3
2686,Papua New Guinea,Guizhou,3
473,Bulgaria,Henan,3
2039,Madagascar,Xinjiang,3
1308,Guatemala,Shandong,3
3316,Suriname,Hubei,3
1311,Guatemala,Zhejiang,3
3315,Suriname,Henan,3
3550,Tunisia,Henan,3
3556,Tunisia,Ningxia,3
2847,Qatar,Shanxi,3
3562,Tunisia,Tianjin,3
887,Dominican Republic,Jilin,3
506,Burundi,Gansu,3
497,Burkina Faso,Jiangsu,3
2668,Panama,Henan,3
1278,Guadeloupe,Guangdong,3
484,Bulgaria,Shanxi,3
2819,Puerto Rico,Chongqing,3
930,Egypt,Neimenggu,3
490,Burkina Faso,Chongqing,3
355,Benin,Jiangsu,3
986,Estonia,Yunnan,3
2268,Montenegro,Henan,3
114,Aruba,Fujian,3
2220,Micronesia Federated States of,Shanghai,3
1109,French Guiana,Beijing,3
1110,French Guiana,Guangdong,3
1123,Gabon,Gansu,3
50,Algeria,Yunnan,3
1129,Gabon,Jiangsu,3
1796,Kuwait,Qinghai,3
1131,Gabon,Shaanxi,3
3683,Ukraine,Shaanxi,3
2766,Poland,Hebei,3
3136,Solomon Islands,Guangdong,3
3117,Slovenia,Heilongjiang,3
1141,Gambia,Guizhou,3
3103,Slovakia,Guangdong,3
2303,Morocco,Xinjiang,3
8,Afghanistan,Sichuan,3
1433,Iceland,Xinjiang,3
3061,Sierra Leone,Hainan,3
212,Bahamas,Hubei,3
1024,Ethiopia,Xinjiang,3
1021,Ethiopia,Shanxi,3
2701,Paraguay,Zhejiang,3
2160,Martinique,Zhejiang,3
993,Eswatini,Jiangsu,3
356,Benin,Jilin,3
2996,Senegal,Chongqing,3
351,Benin,Guizhou,3
349,Benin,Fujian,3
3226,South Sudan,Zhejiang,3
332,Belgium,Ningxia,3
2175,Mauritius,Guizhou,3
3218,South Sudan,Ningxia,3
3215,South Sudan,Jiangsu,3
282,Barbados,Sichuan,3
2937,Rwanda,Xinjiang,3
1697,Jordan,Guangxi,3
1698,Jordan,Guizhou,3
1350,Honduras,Shandong,3
3519,Tonga,Chongqing,3
637,Chile,Jiangsu,3
671,Comoros,Hunan,3
713,Costa Rica,Chongqing,3
2593,Oman,Hebei,3
1974,Luxembourg,Guizhou,3
804,Cyprus,Yunnan,3
3002,Senegal,Hubei,3
628,Chile,Chongqing,3
731,Cote D'Ivoire,Heilongjiang,3
3362,Switzerland,Hebei,3
3459,Tanzania United Republic of,Jiangxi,3
2839,Qatar,Jiangxi,3
2646,Palau,Guangdong,3
1305,Guatemala,Hubei,3
787,Cyprus,Anhui,3
1975,Luxembourg,Hainan,3
673,Comoros,Liaoning,3
1891,Lebanon,Heilongjiang,2
1968,Luxembourg,Anhui,2
2141,Malta,Henan,2
2142,Malta,Hubei,2
2954,Samoa,Jilin,2
966,Eritrea,Yunnan,2
390,Bosnia and Herzegovina,Shaanxi,2
2956,Samoa,Shaanxi,2
1890,Lebanon,Guangxi,2
1345,Haiti,Shanghai,2
1983,Luxembourg,Neimenggu,2
402,Botswana,Heilongjiang,2
1882,Latvia,Yunnan,2
753,Croatia,Hebei,2
2961,Samoa,Yunnan,2
997,Eswatini,Zhejiang,2
2478,Nicaragua,Fujian,2
2857,Reunion,Shandong,2
815,Czech Republic,Hebei,2
2918,Rwanda,Anhui,2
74,"Antigua and Barbuda, Leeward Islands",Fujian,2
1330,Guinea,Yunnan,2
82,Argentina,Hainan,2
653,Colombia,Guangxi,2
2498,Nigeria,Guizhou,2
1545,Iraq,Qinghai,2
1119,French Polynesia,Zhejiang,2
1231,Ghana,Shanxi,2
707,Congo Democratic Republic of,Xinjiang,2
2128,Mali,Hunan,2
93,Argentina,Tianjin,2
1116,French Polynesia,Shandong,2
94,Argentina,Xinjiang,2
1339,Guyana,Jiangsu,2
1927,Liberia,Henan,2
1343,Haiti,Beijing,2
2150,Malta,Shanxi,2
2999,Senegal,Guangxi,2
797,Cyprus,Jilin,2
1894,Lebanon,Hunan,2
1930,Liberia,Liaoning,2
343,Belize,Beijing,2
359,Benin,Shaanxi,2
2189,Mauritius,Tianjin,2
357,Benin,Liaoning,2
2167,Mauritania,Sichuan,2
2822,Puerto Rico,Henan,2
352,Benin,Heilongjiang,2
681,Congo,Henan,2
2936,Rwanda,Tianjin,2
2942,Saint Lucia,Guangdong,2
3049,Seychelles,Hunan,2
2152,Malta,Tianjin,2
3222,South Sudan,Shanxi,2
2709,Peru,Guizhou,2
3219,South Sudan,Shaanxi,2
685,Congo,Liaoning,2
2177,Mauritius,Heilongjiang,2
293,Belarus,Hebei,2
3006,Senegal,Neimenggu,2
2591,Oman,Guizhou,2
2876,Romania,Neimenggu,2
360,Benin,Shandong,2
612,Cayman Islands,Hubei,2
2164,Mauritania,Hainan,2
366,Bermuda,Beijing,2
975,Estonia,Heilongjiang,2
1934,Liberia,Xinjiang,2
1915,Lesotho,Shaanxi,2
3046,Seychelles,Hainan,2
1036,Fiji,Guizhou,2
3678,Ukraine,Guangdong,2
1028,Faroe Islands,Fujian,2
209,Bahamas,Fujian,2
2199,Mexico,Guizhou,2
778,Cuba,Shandong,2
1654,Jamaica,Liaoning,2
2702,Peru,Anhui,2
2934,Rwanda,Shanxi,2
3001,Senegal,Henan,2
994,Eswatini,Shaanxi,2
222,Bahrain,Guangxi,2
1943,Libya,Shanxi,2
1941,Libya,Shaanxi,2
2721,Peru,Shanxi,2
65,Angola,Ningxia,2
945,El Salvador,Shandong,2
2564,Norway,Hebei,2
3552,Tunisia,Hunan,2
2028,Madagascar,Guizhou,2
626,Chile,Anhui,2
3543,Tunisia,Anhui,2
1142,Gambia,Hainan,2
2543,Northern Mariana Islands,Hunan,2
2373,Namibia,Tianjin,2
854,Denmark,Ningxia,2
631,Chile,Guangxi,2
18,Albania,Hunan,2
748,Croatia,Gansu,2
3538,Trinidad and Tobago,Liaoning,2
1869,Latvia,Hebei,2
2376,Nauru,Guangdong,2
723,Costa Rica,Zhejiang,2
567,Cameroon,Jiangsu,2
633,Chile,Hainan,2
751,Croatia,Guizhou,2
565,Cameroon,Hubei,2
2283,Morocco,Gansu,2
3128,Slovenia,Shanxi,2
3540,Trinidad and Tobago,Shandong,2
3537,Trinidad and Tobago,Jilin,2
1787,Kuwait,Hebei,2
1957,Lithuania,Jilin,2
3507,Togo,Chongqing,2
737,Cote D'Ivoire,Qinghai,2
869,Djibouti,Henan,2
1148,Gambia,Liaoning,2
1146,Gambia,Jiangxi,2
3884,Zimbabwe,Ningxia,2
872,Djibouti,Shandong,2
7,Afghanistan,Shanxi,2
1220,Ghana,Guizhou,2
3522,Tonga,Guizhou,2
2366,Namibia,Jilin,2
2311,Mozambique,Hainan,2
3107,Slovakia,Shaanxi,2
883,Dominican Republic,Heilongjiang,2
884,Dominican Republic,Hubei,2
3320,Suriname,Sichuan,2
3872,Zimbabwe,Gansu,2
3108,Slovakia,Shandong,2
3318,Suriname,Shandong,2
2361,Namibia,Heilongjiang,2
888,Dominican Republic,Shandong,2
271,Bangladesh,Xizang,2
1919,Lesotho,Yunnan,2
514,Burundi,Shaanxi,2
2667,Panama,Heilongjiang,2
503,Burkina Faso,Xinjiang,2
41,Algeria,Jilin,2
3835,"Virgin Islands, US",Guangdong,2
52,Angola,Anhui,2
3291,St Maarten (dutch Part),Liaoning,2
509,Burundi,Hubei,2
3137,Solomon Islands,Jiangsu,2
2523,North Macedonia,Hubei,2
57,Angola,Guangxi,2
3293,St Vincent and the Grenadines,Beijing,2
3286,Sri Lanka,Xizang,2
1125,Gabon,Guangxi,2
2265,Montenegro,Fujian,2
3298,Sudan,Gansu,2
1418,Iceland,Gansu,2
648,Colombia,Anhui,2
1320,Guinea,Henan,2
3301,Sudan,Henan,2
2277,Montenegro,Yunnan,2
59,Angola,Heilongjiang,2
3842,Yemen,Sichuan,2
3304,Sudan,Shaanxi,2
3841,Yemen,Shanghai,2
646,Chile,Xinjiang,2
1793,Kuwait,Jilin,2
1403,Hungary,Qinghai,1
1533,Iraq,Guizhou,1
275,Barbados,Fujian,1
3102,Slovakia,Gansu,1
1650,Jamaica,Henan,1
1427,Iceland,Jilin,1
694,Congo Democratic Republic of,Guangxi,1
2716,Peru,Jilin,1
2442,New Caledonia,Hebei,1
2711,Peru,Hebei,1
1147,Gambia,Jilin,1
2712,Peru,Henan,1
2884,Romania,Xinjiang,1
83,Argentina,Heilongjiang,1
1219,Ghana,Guangxi,1
770,Cuba,Fujian,1
237,Bahrain,Shanxi,1
233,Bahrain,Qinghai,1
5,Afghanistan,Shaanxi,1
81,Argentina,Guizhou,1
710,Cook Islands,Hubei,1
3110,Slovakia,Tianjin,1
3012,Senegal,Yunnan,1
197,Azerbaijan,Ningxia,1
3850,Zambia,Guizhou,1
2288,Morocco,Heilongjiang,1
1140,Gambia,Guangxi,1
2881,Romania,Shanxi,1
2218,Micronesia Federated States of,Liaoning,1
1306,Guatemala,Jiangsu,1
2206,Mexico,Jiangxi,1
1300,Guam,Yunnan,1
702,Congo Democratic Republic of,Neimenggu,1
2295,Morocco,Neimenggu,1
2724,Peru,Yunnan,1
3789,Vanuatu,Hainan,1
1543,Iraq,Neimenggu,1
716,Costa Rica,Hubei,1
1963,Lithuania,Shanxi,1
17,Albania,Hubei,1
211,Bahamas,Henan,1
2797,Portugal,Hebei,1
1966,Lithuania,Yunnan,1
3111,Slovakia,Zhejiang,1
708,Congo Democratic Republic of,Yunnan,1
3848,Zambia,Gansu,1
3801,Venezuela,Sichuan,1
695,Congo Democratic Republic of,Heilongjiang,1
3752,Uruguay,Hubei,1
1118,French Polynesia,Sichuan,1
1122,Gabon,Fujian,1
3505,Timor-leste,Shandong,1
2855,Reunion,Hubei,1
903,Ecuador,Jilin,1
3300,Sudan,Guangxi,1
895,Ecuador,Gansu,1
512,Burundi,Jilin,1
898,Ecuador,Guizhou,1
899,Ecuador,Hebei,1
638,Chile,Jilin,1
829,Czech Republic,Shanxi,1
499,Burkina Faso,Shaanxi,1
498,Burkina Faso,Jiangxi,1
2520,North Macedonia,Chongqing,1
643,Chile,Shanxi,1
2516,Nigeria,Xinjiang,1
493,Burkina Faso,Heilongjiang,1
522,Cabo Berde,Hainan,1
2672,Panama,Jilin,1
909,Ecuador,Tianjin,1
1275,"Grenada, Windward Islands",Shaanxi,1
2678,Panama,Tianjin,1
480,Bulgaria,Ningxia,1
2182,Mauritius,Jilin,1
2856,Reunion,Jiangsu,1
2679,Panama,Yunnan,1
654,Colombia,Guizhou,1
947,El Salvador,Tianjin,1
2688,Papua New Guinea,Hunan,1
2860,Romania,Anhui,1
1777,Kiribati,Shanghai,1
3303,Sudan,Jiangsu,1
455,Brunei,Neimenggu,1
3539,Trinidad and Tobago,Shaanxi,1
3508,Togo,Fujian,1
3509,Togo,Gansu,1
3511,Togo,Guizhou,1
617,Central African Republic,Jiangsu,1
3514,Togo,Shandong,1
610,Cayman Islands,Fujian,1
2031,Madagascar,Hubei,1
606,Canada,Xizang,1
3527,Tonga,Sichuan,1
3534,Trinidad and Tobago,Henan,1
3317,Suriname,Hunan,1
3536,Trinidad and Tobago,Jiangsu,1
2046,Malawi,Hainan,1
2528,North Macedonia,Shanxi,1
1312,Guinea,Anhui,1
3314,Suriname,Heilongjiang,1
568,Cameroon,Jiangxi,1
3554,Tunisia,Jilin,1
2660,Panama,Anhui,1
1608,Israel,Xizang,1
3312,Suriname,Guangxi,1
844,Denmark,Hebei,1
2025,Madagascar,Chongqing,1
1319,Guinea,Guizhou,1
2662,Panama,Chongqing,1
2531,North Macedonia,Xinjiang,1
1924,Liberia,Gansu,1
1958,Lithuania,Liaoning,1
2145,Malta,Jilin,1
3469,Tanzania United Republic of,Xinjiang,1
3033,Serbia,Qinghai,1
394,Bosnia and Herzegovina,Yunnan,1
991,Eswatini,Henan,1
2955,Samoa,Liaoning,1
2155,Marshall Islands,Beijing,1
2156,Marshall Islands,Shandong,1
980,Estonia,Jilin,1
2169,Mauritius,Anhui,1
777,Cuba,Shaanxi,1
353,Benin,Hubei,1
358,Benin,Ningxia,1
2165,Mauritania,Heilongjiang,1
1939,Libya,Guizhou,1
384,Bosnia and Herzegovina,Guizhou,1
367,Bermuda,Guangdong,1
369,Bhutan,Gansu,1
3681,Ukraine,Liaoning,1
678,Comoros,Zhejiang,1
1935,Liberia,Yunnan,1
2140,Malta,Heilongjiang,1
992,Eswatini,Hubei,1
772,Cuba,Guangxi,1
280,Barbados,Liaoning,1
793,Cyprus,Henan,1
283,Barbados,Zhejiang,1
775,Cuba,Jilin,1
776,Cuba,Neimenggu,1
664,Colombia,Shanxi,1
962,Eritrea,Qinghai,1
1349,Honduras,Liaoning,1
1149,Gambia,Shandong,0
1649,Jamaica,Hebei,0
3548,Tunisia,Guangxi,0
1017,Ethiopia,Qinghai,0
279,Barbados,Jilin,0
2651,Palau,Jilin,0
1316,Guinea,Gansu,0
3563,Tunisia,Yunnan,0
370,Bhutan,Shanghai,0
2648,Palau,Henan,0
2445,New Caledonia,Tianjin,0
1642,Jamaica,Anhui,0
2649,Palau,Hubei,0
2656,Palau,Sichuan,0
2658,Palau,Yunnan,0
886,Dominican Republic,Jiangsu,0
575,Cameroon,Xinjiang,0
3523,Tonga,Hainan,0
344,Belize,Fujian,0
882,Dominican Republic,Hebei,0
3104,Slovakia,Guangxi,0
3525,Tonga,Liaoning,0
1338,Guyana,Hubei,0
3135,Solomon Islands,Fujian,0
1135,Gabon,Zhejiang,0
706,Congo Democratic Republic of,Tianjin,0
1989,Luxembourg,Tianjin,0
1652,Jamaica,Hunan,0
2219,Micronesia Federated States of,Shandong,0
1121,Gabon,Chongqing,0
1870,Latvia,Heilongjiang,0
1329,Guinea,Xinjiang,0
2139,Malta,Hainan,0
944,El Salvador,Jiangsu,0
1875,Latvia,Jilin,0
3791,Vanuatu,Shaanxi,0
1307,Guatemala,Shaanxi,0
2644,Palau,Chongqing,0
3802,Venezuela,Zhejiang,0
803,Cyprus,Xinjiang,0
447,Brunei,Hebei,0
1111,French Guiana,Shaanxi,0
2690,Papua New Guinea,Liaoning,0
1965,Lithuania,Xizang,0
1867,Latvia,Guangxi,0
3686,Ukraine,Xinjiang,0
2216,Micronesia Federated States of,Beijing,0
3131,Slovenia,Xinjiang,0
701,Congo Democratic Republic of,Liaoning,0
3685,Ukraine,Tianjin,0
3682,Ukraine,Neimenggu,0
3797,Venezuela,Chongqing,0
3680,Ukraine,Jiangsu,0
3679,Ukraine,Hubei,0
1031,Fiji,Anhui,0
1347,Honduras,Chongqing,0
3838,Yemen,Beijing,0
3837,Wallis and Futuna Islands,Beijing,0
2201,Mexico,Heilongjiang,0
2700,Paraguay,Sichuan,0
2785,Poland,Xizang,0
719,Costa Rica,Shaanxi,0
1648,Jamaica,Hainan,0
717,Costa Rica,Hunan,0
2443,New Caledonia,Liaoning,0
